Pretrained Patient,Evaluation Patient,Fold,Epoch,Loss,Train Accuracy,Test Accuracy
01,01,3,4,0.0,99.83831851253031,99.75747776879548
01,01,3,5,1.4305074103049265e-07,99.89894907033144,99.75747776879548
01,01,3,6,0.0,99.89894907033144,99.91915925626516
01,01,3,7,4.003427238785662e-05,99.93936944219887,99.75747776879548
01,01,3,8,0.0,99.77768795472919,99.83831851253031
01,01,3,9,0.0,99.6160064672595,99.75747776879548
01,01,4,-1,-1,-1,50.606305578011316
01,01,4,0,0.0,97.47372675828618,99.67663702506063
01,01,4,1,0.0,99.67663702506063,99.75747776879548
01,01,4,2,0.0,99.59579628132579,99.91915925626516
01,01,4,3,0.0,99.51495553759095,99.59579628132579
01,01,4,4,0.0,99.39369442198868,99.91915925626516
01,01,4,5,0.822657585144043,99.11075181891673,99.4341147938561
01,01,4,6,0.0,99.71705739692806,99.91915925626516
01,01,4,7,0.0,99.65642683912692,99.91915925626516
01,01,4,8,0.0,99.7978981406629,99.91915925626516
01,01,4,9,0.0,99.85852869846403,99.91915925626516
02,02,0,-1,-1,-1,64.10670978172999
02,02,0,0,0.0,95.47291835084883,99.91915925626516
02,02,0,1,0.0,99.8181083265966,99.83831851253031
02,02,0,2,0.0,99.93936944219887,99.91915925626516
02,02,0,3,0.0,99.9797898140663,100.0
02,02,0,4,0.0,99.9797898140663,100.0
02,02,0,5,0.0,100.0,100.0
02,02,0,6,0.0,99.9797898140663,100.0
02,02,0,7,0.0,100.0,100.0
02,02,0,8,0.0,100.0,100.0
02,02,0,9,0.0,100.0,100.0
02,02,1,-1,-1,-1,49.797898140662895
02,02,1,0,0.0,96.928051738076,99.91915925626516
02,02,1,1,0.0,99.73726758286176,99.83831851253031
02,02,1,2,0.0,99.75747776879548,100.0
02,02,1,3,0.0,99.95957962813257,100.0
02,02,1,4,0.0,100.0,100.0
02,02,1,5,0.0,100.0,100.0
02,02,1,6,0.0,100.0,100.0
02,02,1,7,0.0,100.0,100.0
02,02,1,8,0.0,100.0,100.0
02,02,1,9,0.0,100.0,100.0
02,02,2,-1,-1,-1,63.05578011317704
02,02,2,0,0.0,97.49393694421988,99.83831851253031
02,02,2,1,20.896812438964844,99.75747776879548,98.86822958771221
02,02,2,2,0.0,99.85852869846403,100.0
02,02,2,3,0.0,99.93936944219887,100.0
02,02,2,4,0.0,99.9797898140663,100.0
02,02,2,5,0.0,100.0,100.0
02,02,2,6,0.0,100.0,100.0
02,02,2,7,0.0,100.0,100.0
02,02,2,8,0.0,100.0,100.0
02,02,2,9,0.0,100.0,100.0
02,02,3,-1,-1,-1,62.73241713823767
02,02,3,0,0.0,96.9482619240097,99.91915925626516
02,02,3,1,0.0,99.69684721099435,100.0
02,02,3,2,0.0,99.85852869846403,100.0
02,02,3,3,0.0,100.0,100.0
02,02,3,4,0.0,100.0,100.0
02,02,3,5,0.0,100.0,100.0
02,02,3,6,0.0,100.0,100.0
02,02,3,7,0.0,100.0,100.0
02,02,3,8,0.0,100.0,100.0
02,02,3,9,0.0,100.0,100.0
02,02,4,-1,-1,-1,62.247372675828615
02,02,4,0,0.0,96.68552950687146,99.83831851253031
02,02,4,1,0.0,99.89894907033144,99.83831851253031
02,02,4,2,0.0,99.83831851253031,99.83831851253031
02,02,4,3,0.0,99.95957962813257,99.83831851253031
02,02,4,4,0.0,100.0,100.0
02,02,4,5,0.0,100.0,100.0
02,02,4,6,0.0,100.0,100.0
02,02,4,7,0.0,100.0,100.0
02,02,4,8,0.0,100.0,100.0
02,02,4,9,0.0,100.0,100.0
03,03,0,-1,-1,-1,48.608534322820034
03,03,0,0,2.495938531410502e-07,91.59322820037106,97.8200371057514
03,03,0,1,0.07014269381761551,96.42857142857143,95.9647495361781
03,03,0,2,0.0,97.36781076066791,98.65491651205936
03,03,0,3,0.0,98.30705009276438,99.81447124304268
03,03,0,4,0.03154757246375084,99.58256029684601,99.90723562152134
03,03,0,5,0.0,99.87244897959184,99.90723562152134
03,03,0,6,0.010210387408733368,99.84925788497218,99.90723562152134
03,03,0,7,0.0,99.07235621521335,99.39703153988869
03,03,0,8,0.0,97.93599257884972,99.21150278293135
03,03,0,9,0.0,99.17671614100185,99.25788497217069
03,03,1,-1,-1,-1,53.47866419294991
03,03,1,0,0.0487818717956543,92.92671614100185,98.65491651205936
03,03,1,1,9.444970783079043e-05,98.85204081632652,98.7012987012987
03,03,1,2,0.1375252604484558,98.46938775510205,98.74768089053804
03,03,1,3,0.0,97.6808905380334,99.62894248608535
03,03,1,4,0.0,99.46660482374769,100.0
03,03,1,5,0.0,99.73330241187384,100.0
03,03,1,6,0.0,99.51298701298701,99.95361781076066
03,03,1,7,0.0,99.81447124304268,99.90723562152134
03,03,1,8,0.0,99.06076066790352,99.30426716141002
03,03,1,9,0.0,99.23469387755102,99.30426716141002
03,03,2,-1,-1,-1,45.17625231910946
03,03,2,0,2.2351734685344127e-08,95.37337662337663,99.53617810760667
03,03,2,1,13.47265911102295,97.5417439703154,98.00556586270872
03,03,2,2,0.0,97.47217068645641,98.8404452690167
03,03,2,3,0.0,99.52458256029685,99.76808905380335
03,03,2,4,0.0,99.54777365491651,99.76808905380335
03,03,2,5,0.0,99.7564935064935,99.72170686456401
03,03,2,6,0.8739628195762634,99.82606679035251,99.76808905380335
03,03,2,7,0.0,99.81447124304268,99.76808905380335
03,03,2,8,0.0,99.83766233766234,99.90723562152134
03,03,2,9,0.0,98.4925788497217,99.02597402597402
03,03,3,-1,-1,-1,51.66975881261595
03,03,3,0,0.28934577107429504,95.03710575139146,96.84601113172542
03,03,3,1,0.0,97.63450834879406,98.9795918367347
03,03,3,2,0.0,98.45779220779221,99.07235621521335
03,03,3,3,0.0,99.29267161410019,99.860853432282
03,03,3,4,9.571016311645508,99.21150278293135,99.72170686456401
03,03,3,5,0.0,98.43460111317253,99.62894248608535
03,03,3,6,0.0,99.19990723562152,99.62894248608535
03,03,3,7,0.0,99.58256029684601,99.95361781076066
03,03,3,8,0.0,99.82606679035251,99.95361781076066
03,03,3,9,0.0,99.84925788497218,99.58256029684601
03,03,4,-1,-1,-1,48.608534322820034
03,03,4,0,0.0,95.16465677179963,98.56215213358071
03,03,4,1,0.0,98.36502782931355,99.02597402597402
03,03,4,2,0.0,97.8896103896104,99.72170686456401
03,03,4,3,0.0,99.32745825602969,99.90723562152134
03,03,4,4,0.9762512445449829,99.64053803339517,99.21150278293135
03,03,4,5,0.0,99.14192949907236,97.86641929499072
03,03,4,6,0.0,99.18831168831169,99.90723562152134
03,03,4,7,0.0,99.02597402597402,99.53617810760667
03,03,4,8,0.0,99.73330241187384,100.0
03,03,4,9,0.0,99.81447124304268,100.0
05,05,0,-1,-1,-1,55.65862708719852
05,05,0,0,3.7844979763031006,64.9582560296846,68.73840445269018
05,05,0,1,5.007497787475586,70.0487012987013,70.91836734693877
05,05,0,2,2.5959582328796387,69.78200371057514,72.8200371057514
05,05,0,3,1.1460731029510498,72.7156771799629,67.20779220779221
05,05,0,4,3.2144649028778076,74.8956400742115,78.43228200371057
05,05,0,5,4.501106262207031,73.41141001855289,79.68460111317253
05,05,0,6,1.8606643676757812,76.20593692022264,61.781076066790355
05,05,0,7,5.448339939117432,76.1943413729128,73.65491651205936
05,05,0,8,3.0290565490722656,74.58256029684601,73.51576994434137
05,05,0,9,13.232343673706055,77.72495361781077,78.33951762523192
05,05,1,-1,-1,-1,55.79777365491652
05,05,1,0,2.9775753021240234,63.717532467532465,67.81076066790352
05,05,1,1,4.735511779785156,69.16743970315399,70.40816326530613
05,05,1,2,9.766987800598145,69.88636363636364,65.4452690166976
05,05,1,3,4.215943813323975,72.99397031539888,80.0556586270872
05,05,1,4,6.925017833709717,72.62291280148423,76.11317254174396
05,05,1,5,1.9611060619354248,75.17393320964749,81.91094619666049
05,05,1,6,8.498970985412598,77.64378478664193,80.00927643784786
05,05,1,7,7.901089668273926,76.86688311688312,77.36549165120594
05,05,1,8,6.540457248687744,76.0899814471243,81.53988868274583
05,05,1,9,12.57813549041748,77.43506493506493,77.1799628942486
05,05,2,-1,-1,-1,55.61224489795919
05,05,2,0,3.062453508377075,61.52597402597403,60.52875695732839
05,05,2,1,3.7287518978118896,69.41094619666049,72.5417439703154
05,05,2,2,1.944231390953064,70.21103896103897,63.358070500927646
05,05,2,3,1.0889021158218384,73.08673469387756,78.24675324675324
05,05,2,4,4.597799777984619,73.64332096474953,80.70500927643785
05,05,2,5,8.341127395629883,72.0199443413729,74.76808905380335
05,05,2,6,5.570591449737549,76.14795918367348,71.66048237476808
05,05,2,7,1.3586516380310059,73.9448051948052,78.24675324675324
05,05,2,8,3.8195576667785645,75.96243042671614,59.32282003710575
05,05,2,9,2.4232935905456543,76.78571428571429,71.24304267161409
05,05,3,-1,-1,-1,51.57699443413729
05,05,3,0,1.4052294492721558,66.31493506493507,70.59369202226345
05,05,3,1,2.304622173309326,70.31539888682747,65.21335807050093
05,05,3,2,4.296444416046143,71.32421150278293,70.22263450834879
05,05,3,3,2.1267857551574707,75.19712430426716,77.04081632653062
05,05,3,4,0.8667693734169006,77.05241187384044,72.40259740259741
05,05,3,5,7.689176082611084,75.139146567718,60.621521335807046
05,05,3,6,8.533968925476074,73.92161410018552,67.02226345083488
05,05,3,7,4.731621742248535,74.22309833024119,73.60853432282003
05,05,3,8,5.302319526672363,75.39424860853433,63.172541743970314
05,05,3,9,6.43389368057251,74.67532467532467,83.85899814471243
05,05,4,-1,-1,-1,55.287569573283854
05,05,4,0,3.857233762741089,64.44805194805194,54.12801484230055
05,05,4,1,2.5288796424865723,69.56168831168831,76.20593692022264
05,05,4,2,5.403791904449463,70.94155844155844,68.41372912801485
05,05,4,3,2.6934492588043213,72.06632653061224,59.46196660482374
05,05,4,4,18.03447151184082,74.94202226345084,70.50092764378478
05,05,4,5,4.529539585113525,74.0839517625232,60.575139146567714
05,05,4,6,5.9235382080078125,76.11317254174396,72.95918367346938
05,05,4,7,39.14134979248047,74.72170686456401,71.01113172541744
05,05,4,8,4.236670017242432,77.01762523191094,75.64935064935064
05,05,4,9,2.4343676567077637,77.13358070500928,80.51948051948052
08,06,0,-1,-1,-1,35.02432244614315
08,06,0,0,58.96480941772461,83.03798934445217,88.48737549223998
08,06,0,1,1.7232624292373657,88.44104702339588,88.60319666435025
08,06,0,2,0.3042047917842865,88.18044938614779,89.59925874449848
08,06,0,3,1.0303858518600464,88.36576326152421,89.59925874449848
08,06,0,4,0.7035068273544312,89.1128098216354,90.52582812138058
08,06,0,5,1.321341872215271,88.56265925411165,92.0778318276581
08,06,0,6,0.23723208904266357,88.59161454713922,91.82302524901552
08,06,0,7,1.1280816793441772,88.51633078526756,90.06254343293955
08,06,0,8,1.7291450500488281,87.84456798702803,92.95807273569608
08,06,0,9,1.6876085996627808,89.1591382904795,91.17442668519806
08,06,1,-1,-1,-1,27.77391707204077
08,06,1,0,2.5434861183166504,82.5225851285615,88.20940467917535
08,06,1,1,1.3810365200042725,85.71924947880473,87.2133425990271
08,06,1,2,0.8158079385757446,86.25781792911744,86.1477878156127
08,06,1,3,0.8660858273506165,86.75584896919158,88.39471855455177
08,06,1,4,1.1180076599121094,87.35232800555941,91.42923326384063
08,06,1,5,0.6144700050354004,88.55107713690063,88.53370396108409
08,06,1,6,4.35734224319458,87.09173036831133,84.7347695158675
08,06,1,7,2.2006545066833496,88.99698864952514,92.7032661570535
08,06,1,8,3.325690984725952,89.30970581422284,83.18276580959
08,06,1,9,0.8723582625389099,89.13018299745194,88.74218207088256
08,06,2,-1,-1,-1,35.788742182070884
08,06,2,0,32.7288932800293,82.94533240676397,84.66527681260135
08,06,2,1,0.26508232951164246,86.72689367616401,89.39078063470002
08,06,2,2,0.2539619207382202,87.72295575631225,90.2246930738939
08,06,2,3,0.6554450392723083,87.98934445216585,88.62636089877229
08,06,2,4,5.142571449279785,87.98934445216585,89.55293027565439
08,06,2,5,0.9043843150138855,88.21519573778087,90.43317118369238
08,06,2,6,1.6363201141357422,88.63794301598332,90.38684271484827
08,06,2,7,2.041318893432617,88.49895760945101,91.19759091962011
08,06,2,8,3.4557366371154785,89.00277970813065,92.33263840630067
08,06,2,9,1.9401546716690063,88.8058837155432,92.05466759323603
08,06,3,-1,-1,-1,34.0282603659949
08,06,3,0,444.4886779785156,83.53602038452628,86.1477878156127
08,06,3,1,0.0,88.36576326152421,90.89645587213343
08,06,3,2,0.22131632268428802,89.83669214732453,87.90826963168867
08,06,3,3,0.5502198338508606,89.63979615473708,90.41000694927033
08,06,3,4,0.12484528124332428,89.54134815844337,90.36367848042623
08,06,3,5,0.03345787897706032,89.84248320593005,92.19365299976836
08,06,3,6,2.0947670936584473,89.99305072967339,88.02409080379894
08,06,3,7,1.0728495121002197,90.07412555015057,88.32522585128561
08,06,3,8,1.3591307401657104,90.13782719481121,92.44845957841093
08,06,3,9,1.1020101308822632,90.37526059763725,88.7190178364605
08,06,4,-1,-1,-1,33.541811443131806
08,06,4,0,0.40516170859336853,81.92610609219365,86.70372944174196
08,06,4,1,2.195253849029541,85.40653231410703,84.50312717164698
08,06,4,2,1.0999139547348022,86.47787815612695,82.67315265230484
08,06,4,3,1.2545238733291626,86.88904331711836,91.29024785730832
08,06,4,4,0.8873408436775208,87.6997915218902,84.7347695158675
08,06,4,5,2.4007279872894287,87.23071577484363,91.70720407690526
08,06,4,6,0.5286747813224792,89.01436182534167,89.83090108871902
08,06,4,7,1.5300546884536743,88.5858234885337,84.41047023395876
08,06,4,8,1.3176512718200684,88.3599722029187,90.78063470002317
08,06,4,9,0.011406469158828259,89.74403520963632,92.63377345378736
