Pretrained Patient,Evaluation Patient,Fold,Epoch,Loss,Train Accuracy,Test Accuracy
05,05,3,0,53.698360443115234,67.43359837590933,65.33581458298087
05,05,3,1,2.2942402362823486,71.430384029775,77.36423616985282
05,05,3,2,6.383402347564697,71.59533073929961,71.8998477414989
05,05,3,3,4.770076274871826,70.5295212316021,70.46185078666892
05,05,3,4,26.096506118774414,71.98443579766537,77.80409406191846
05,05,3,5,4.781619548797607,73.287091862629,77.33040094738622
05,05,3,6,17.160892486572266,72.37354085603113,72.74572830316359
05,05,3,7,6.748898029327393,71.8998477414989,67.99187954660802
05,05,3,8,3.7208709716796875,72.89798680426324,79.27592623921502
05,05,3,9,4.952245235443115,72.83454576213838,73.43935036372864
05,05,4,-1,-1,-1,37.13415665708002
05,05,4,0,12.582090377807617,67.58585687700896,67.67044493317543
05,05,4,1,42.14518737792969,70.39418034173575,52.10624259854508
05,05,4,2,1.5541502237319946,70.62679749619353,76.6029436643546
05,05,4,3,7.720934867858887,72.06902385383184,76.90746066655389
05,05,4,4,13.683956146240234,71.95060057519879,77.16122483505329
05,05,4,5,2.1452040672302246,72.53848756555574,66.21553036711217
05,05,4,6,13.845268249511719,72.47927592623921,75.4863813229572
05,05,4,7,4.370563507080078,72.12823549314837,78.59922178988327
05,05,4,8,3.15938138961792,72.17475892403993,77.00896633395364
05,05,4,9,47.12870407104492,71.07511419387582,69.717475892404
06,08,0,-1,-1,-1,55.18524784300457
06,08,0,0,59.53462600708008,66.94721705295213,68.27947893757401
06,08,0,1,6.423998832702637,70.79597360852648,70.8340382338014
06,08,0,2,12.165334701538086,71.50651328032481,78.90373879208255
06,08,0,3,436.32073974609375,71.142784638809,76.55219083065471
06,08,0,4,7.935537338256836,71.88715953307393,78.2270343427508
06,08,0,5,3.253077507019043,72.61461681610557,79.95263068854678
06,08,0,6,282.248046875,71.71798342074099,76.29842666215531
06,08,0,7,16.821035385131836,71.73067162916597,68.49940788360684
06,08,0,8,26.222158432006836,73.1263745559127,76.3153442733886
06,08,0,9,2.9844155311584473,73.84960243613602,80.1725596345796
06,08,1,-1,-1,-1,51.7848079851125
06,08,1,0,113.32371520996094,67.87768567078328,64.11774657418373
06,08,1,1,9.535379409790039,69.80629335137878,77.9901877854847
06,08,1,2,14.835068702697754,71.18930806970056,59.97293182202673
06,08,1,3,4.713931083679199,70.49568600913551,72.39045846726442
06,08,1,4,9.596491813659668,72.14515310438166,78.61613940111656
06,08,1,5,143.40374755859375,71.51074268313315,76.65369649805449
06,08,1,6,1.588248372077942,71.32887836237524,71.73067162916597
06,08,1,7,27.034154891967773,71.90407714430722,77.16122483505329
06,08,1,8,4.081658840179443,72.53002875993909,78.27778717645069
06,08,1,9,36.62799835205078,72.23397056335645,70.51260362036881
06,08,2,-1,-1,-1,50.143799695483
06,08,2,0,13.030869483947754,67.59008627981729,57.46912535949924
06,08,2,1,4.944238185882568,69.29030620876333,78.10861106411775
06,08,2,2,2.6462059020996094,71.40077821011673,78.90373879208255
06,08,2,3,2.2453689575195312,72.32701742513957,73.08408052782947
06,08,2,4,11.904703140258789,69.92894603282016,76.55219083065471
06,08,2,5,1.3913719654083252,72.12400609034005,77.29656572491965
06,08,2,6,76.46224975585938,71.35425477922517,74.6574183725258
06,08,2,7,29.97629737854004,71.69683640669938,77.27964811368635
06,08,2,8,1.4289307594299316,72.19590593808154,79.2928438504483
06,08,2,9,95.40540313720703,71.57841312806632,55.59127051260362
06,08,3,-1,-1,-1,52.64760615801048
06,08,3,0,22.35826301574707,67.55202165454239,66.1140246997124
06,08,3,1,3.3394973278045654,71.6672305870411,76.89054305532059
06,08,3,2,3.5576705932617188,70.7071561495517,78.10861106411775
06,08,3,3,25.468713760375977,72.00558281170699,53.4427338859753
06,08,3,4,116.58445739746094,71.80257147690746,76.55219083065471
06,08,3,5,10.19015121459961,71.72644222635763,77.12738961258671
06,08,3,6,10.939591407775879,72.60615801048893,78.07477584165116
06,08,3,7,5.023674011230469,72.84723397056335,79.61427846388091
06,08,3,8,40.1805305480957,72.61884621891389,70.90170867873456
06,08,3,9,8.08121395111084,72.33547623075621,80.00338352224666
06,08,4,-1,-1,-1,48.2151920148875
06,08,4,0,16.325267791748047,66.99374048384368,76.70444933175435
06,08,4,1,105.03902435302734,69.02385383183895,72.89798680426324
06,08,4,2,8.972294807434082,70.76213838605989,67.31517509727627
06,08,4,3,4.007180213928223,71.92945356115716,68.12722043647437
06,08,4,4,19.698511123657227,70.46185078666892,77.92251734055151
06,08,4,5,60.79106140136719,71.15124344442565,78.59922178988327
06,08,4,6,4.633386611938477,72.11977668753173,77.27964811368635
06,08,4,7,38.25175476074219,71.29081373710032,76.89054305532059
06,08,4,8,132.73843383789062,72.20013534088987,63.3733716799188
06,08,4,9,7.410356044769287,71.97597699204871,78.46388090001692
